,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000104313,122.483021840427,-2.46074656116521,0.85182326190545,-2.88879943905352,0.00386715639272496,0.144119245780246
ENSG00000104320,1429.19953180344,-0.300989108724678,0.231606231058357,-1.29957258640783,0.19374750040315,0.691603674043991
ENSG00000104321,19.3599917929483,-1.52228989907532,0.993332815897256,-1.53250740810397,0.125397270918618,0.600620654767943
ENSG00000104324,932.01582294399,0.128632551090605,0.387633374583083,0.331840753466997,0.740009509450775,0.953413752672491
ENSG00000104325,1308.21884382761,-0.0365187639107357,0.231314856989382,-0.157874701115338,0.874555533617773,0.978783350981973
ENSG00000104327,534.591099987872,-2.56711728636139,1.10910704043121,-2.31458028195666,0.0206359130086395,0.304880067096957
ENSG00000104331,2928.51848864807,0.122387847388718,0.250417666171273,0.488734877454738,0.625029408148287,0.922685345621031
ENSG00000104332,217.266125542253,0.397305613372806,0.85344707299342,0.465530465737352,0.641551624939738,0.926237471739755
ENSG00000104341,4588.69082648379,0.245333811881993,0.348687475564215,0.703592268362996,0.481686727660158,0.872992561833079
ENSG00000104343,929.045500193411,0.0408193762937456,0.158264020787039,0.257919494846351,0.796469039043182,0.964243181116012
ENSG00000104356,210.498492316421,0.3060921485024,0.288855297427901,1.05967296161083,0.289293407721057,0.771113653912586
ENSG00000104361,934.508367154112,0.158355803731216,0.376238373537197,0.420892218522095,0.673833787646695,0.93687324681039
ENSG00000104365,2860.87050656025,0.455748305012896,0.233972946815948,1.94786752577598,0.051430816389727,0.44286415485078
ENSG00000104368,8866.51438107875,2.45399306781267,0.759106053387556,3.23274074401275,0.00122608778153534,0.0774215570340451
ENSG00000104369,254.931391753109,-0.0362172516726418,0.452970849940758,-0.0799549279548088,0.93627310343023,0.986623351224813
ENSG00000104375,810.596867896197,-0.121239917609722,0.239841257579053,-0.505500675044456,0.61320722444548,0.919563719400953
ENSG00000104381,313.839572412696,-0.326183707072148,0.339090097980943,-0.961938166329114,0.336080665290472,0.799165973915424
ENSG00000104388,3624.58329855663,0.0840184948874104,0.189288530066306,0.443864690892679,0.657140414034028,0.930728209165679
ENSG00000104408,7063.17976373486,-0.55315045995889,0.239974452681487,-2.30503894801284,0.0211643922065689,0.306804036056838
ENSG00000104412,1173.17427008839,-0.324059342743749,0.211752627605897,-1.53036751613242,0.125925784857827,0.602116853541692
ENSG00000104413,2168.13390039953,0.0234461099477266,0.336843382797826,0.0696053749163274,0.944507758754979,0.988116533894438
ENSG00000104415,790.644924505636,0.208394465715321,0.559716381257853,0.372321541218778,0.7096534620919,0.946468156614178
ENSG00000104419,14562.0189323744,0.164663326485082,0.315823737937346,0.521377295957876,0.602103964413704,0.914861012967085
ENSG00000104427,431.883457430076,0.411286133720075,0.354454564564517,1.16033527237936,0.245912328918599,0.736562333329503
ENSG00000104432,127.253496009859,0.117613332216871,0.366498491325346,0.320910822283477,0.748277972362011,0.955682361926398
ENSG00000104435,22.0461513188835,0.647034994932013,0.759162075784043,0.85230152502517,0.39404675983068,0.831426511089217
