,log2FoldChange,logCPM,LR,PValue,padj
ENSG00000182771,3.42748607493704,1.66386283614017,15.615080355765,7.76329740401374E-05,0.007997718787526
ENSG00000188100,5.8517920734299,-3.02456760007529,15.6142236174706,7.76681554708674E-05,0.007997718787526
ENSG00000154764,5.37567185883665,2.3693194179251,15.5761724299971,7.92469880570653E-05,0.008121887600208
ENSG00000082781,1.8764487746234,7.32127576821608,15.5263236878309,8.13642952006865E-05,0.008306439740002
ENSG00000159674,2.59477988647063,6.10446908390344,15.4986675937628,8.25634310699008E-05,0.008396188918531
ENSG00000269927,4.14263404206507,-1.43964232625122,15.4518300069775,8.46349528687958E-05,0.008573618758373
ENSG00000104059,3.83308618467454,-0.527812792584825,15.4329866259068,8.54830329361884E-05,0.00859317369788
ENSG00000115758,3.09947459813867,7.61633181815249,15.4375698479302,8.52759731521213E-05,0.00859317369788
ENSG00000165643,7.35098863703335,0.996736107545485,15.4221197434556,8.59759984180881E-05,0.00860974149044
ENSG00000009694,4.05047946347061,1.89103752632818,15.3170510821658,9.08923869175786E-05,0.009050640715052
ENSG00000188042,2.02832419186682,7.02890724025843,15.3133903944213,9.10686873031853E-05,0.009050640715052
